epoch,batch_num,total_batches,total_loss,primary_loss,auxiliary_loss,learning_rate
10,37,52,0.1581,0.096,0.1241,0.0001
10,38,52,0.8709,0.6149,0.512,0.0001
10,39,52,0.1337,0.0814,0.1045,0.0001
10,40,52,0.635,0.4189,0.4322,0.0001
10,41,52,0.0688,0.0316,0.0745,0.0001
10,42,52,0.1058,0.0608,0.0899,0.0001
10,43,52,1.4118,0.9244,0.9747,0.0001
10,44,52,0.5442,0.366,0.3565,0.0001
10,45,52,0.298,0.2139,0.1681,0.0001
10,46,52,0.4912,0.3565,0.2695,0.0001
10,47,52,0.2382,0.1611,0.1542,0.0001
10,48,52,0.2813,0.2009,0.161,0.0001
10,49,52,0.4823,0.3416,0.2815,0.0001
10,50,52,1.2452,0.8165,0.8575,0.0001
10,51,52,0.1692,0.1211,0.0963,0.0001
10,52,52,0.1735,0.1129,0.1212,0.0001
